Month,Commodities,Price,TAVG,TMIN,TMAX
01-01-2014,Rice,27.23,20.2,16,26.4
01-02-2014,Rice,27.44,22.2,0,29.8
01-03-2014,Rice,27.57,23.8,19.9,31.1
01-04-2014,Rice,27.44,28.3,21.9,35.8
01-05-2014,Rice,27.57,28.8,24.2,36
01-06-2014,Rice,27.79,27.6,20.1,35
01-07-2014,Rice,28.26,24.9,21.1,31.3
01-08-2014,Rice,28.38,22.8,20.5,28.4
01-09-2014,Rice,28.78,22.6,20.4,27.4
01-10-2014,Rice,28.54,24.7,20.7,29.9
01-11-2014,Rice,28.15,23.1,0,28.2
01-12-2014,Rice,27.86,22,0,28.2
01-01-2015,Rice,27.64,22.3,0,29.5
01-02-2015,Rice,27.66,21.9,16.2,30.2
01-03-2015,Rice,27.43,25.2,20.8,32.6
01-04-2015,Rice,27.56,26.9,21.6,33.4
01-05-2015,Rice,27.5,26.8,20.1,33.8
01-06-2015,Rice,27.58,24.3,0,31
01-07-2015,Rice,27.52,24.6,20.6,30.7
01-08-2015,Rice,27.34,23.7,20.6,30.3
01-09-2015,Rice,27.4,25.5,21.1,31
01-10-2015,Rice,27.55,24.5,21,30
01-11-2015,Rice,27.52,23.4,21.7,29.5
01-12-2015,Rice,27.43,21.1,0,23.8
01-01-2016,Rice,27.06,20.1,15.7,28.4
01-02-2016,Rice,27.04,23.4,16.4,31.4
01-03-2016,Rice,26.95,24.7,18.9,30.7
01-04-2016,Rice,26.85,28.4,23.2,34.8
01-05-2016,Rice,26.83,30.6,24.4,36.6
01-06-2016,Rice,27.03,25.4,0,0
01-07-2016,Rice,27.38,23.3,20.2,0
01-08-2016,Rice,27.53,22.2,19.8,27
01-09-2016,Rice,27.51,23.2,20,26.2
01-10-2016,Rice,27.45,23.2,19.6,29.7
01-11-2016,Rice,27.73,23.7,20.8,30.6
01-12-2016,Rice,28.15,21.6,17.6,30
01-01-2017,Rice,28.34,21,14.6,27.6
01-02-2017,Rice,28.87,23.1,16,32
01-03-2017,Rice,28.85,24.2,16.9,32.5
01-04-2017,Rice,28.64,28.6,22.5,35.8
01-05-2017,Rice,28.84,26.8,20.5,35.6
01-06-2017,Rice,29.07,26.1,20.8,0
01-07-2017,Rice,29.48,24.6,19.3,0
01-08-2017,Rice,29.46,25.2,21.4,30.5
01-09-2017,Rice,29.47,23.7,19.8,30.6
01-10-2017,Rice,29.81,23.1,0,0
01-11-2017,Rice,30,21.7,19.9,25
01-12-2017,Rice,29.82,19.8,0,24.7
01-01-2018,Rice,30.13,22.2,16.6,28.4
01-02-2018,Rice,30.08,21.9,13.2,29.6
01-03-2018,Rice,30.08,25.2,18.2,33.2
01-04-2018,Rice,30.03,27.6,21.2,33.2
01-05-2018,Rice,29.98,26.9,21.4,35.2
01-06-2018,Rice,30.1,24.4,0,30.3
01-07-2018,Rice,30.22,24.2,20.6,29.5
01-08-2018,Rice,30.04,21.9,19.4,27.2
01-09-2018,Rice,29.9,23.7,20,28.3
01-10-2018,Rice,29.97,25.5,21.6,30.9
01-11-2018,Rice,29.98,24.3,20,30.4
01-12-2018,Rice,30.04,21.8,0,29.5
01-01-2019,Rice,30.09,20.3,14,27.6
01-02-2019,Rice,30.34,21.4,15.7,28.2
01-03-2019,Rice,30.35,26.3,21.3,33.8
01-04-2019,Rice,30.41,28.7,22.9,35.6
01-05-2019,Rice,30.86,26.3,0,0
01-06-2019,Rice,31.54,27.5,21,33.2
01-07-2019,Rice,31.68,25.6,21,29.8
01-08-2019,Rice,32.04,24.7,20.5,29.9
01-09-2019,Rice,32.38,23,0,26.4
01-10-2019,Rice,33.11,23.5,0,30.3
01-11-2019,Rice,33.63,23.8,18,0
01-12-2019,Rice,33.48,21.2,0,24.6
01-01-2020,Rice,33.54,22,19.2,27.2
01-02-2020,Rice,33.54,23.4,18.8,32.7
01-03-2020,Rice,33.34,25.5,20.2,32.8
01-04-2020,Rice,34.07,28.8,21,35.4
01-05-2020,Rice,34.09,28.7,23,32.8
01-06-2020,Rice,34.34,25.9,22.4,32.8
01-07-2020,Rice,34.21,24.7,21.2,29.4
01-08-2020,Rice,34.54,23,20.4,29.6
01-09-2020,Rice,34.74,24,20,29.8
01-10-2020,Rice,34.87,23.5,19.5,0
01-11-2020,Rice,35.02,24.8,19,0
01-12-2020,Rice,34.62,21.1,17,27
01-01-2021,Rice,37.46,20.6,16.6,25.3
01-02-2021,Rice,37.48,22.8,16.8,30.1
01-03-2021,Rice,37.71,25.4,17.4,33.8
01-04-2021,Rice,36.62,29.2,23.1,37.2
01-05-2021,Rice,36.22,27.1,22.5,33.4
01-06-2021,Rice,35.66,26.1,21.1,32.3
01-07-2021,Rice,35.58,25.7,23,32.7
01-08-2021,Rice,35.39,23.2,20,28
01-09-2021,Rice,35.1,23.6,20.9,29.3
01-10-2021,Rice,35.27,23,19.9,29.8
01-11-2021,Rice,35.49,22.9,20.8,27.8
01-12-2021,Rice,35.53,21.7,20,26.4
01-01-2022,Rice,35.43,21.4,18.5,24.6
01-02-2022,Rice,35.82,24,19.5,30.6
01-03-2022,Rice,36.12,25.2,18.4,32.1
01-04-2022,Rice,35.92,27.1,23.4,34.6
01-05-2022,Rice,36.03,24.9,20.4,34.8
01-06-2022,Rice,36.28,25.2,21.2,30.4
01-07-2022,Rice,36.59,23.6,20.5,28.7
01-08-2022,Rice,37.43,24.2,20.3,30.5
01-09-2022,Rice,38.07,23.1,19.1,28.4
01-10-2022,Rice,38.1,20.9,18.7,25.4
01-11-2022,Rice,37.97,21.6,17.1,29.3
01-12-2022,Rice,38.04,21.3,17.8,28.1
01-01-2023,Rice,38.09,22.5,15.9,29
01-02-2023,Rice,38.63,22.5,15.4,28.8
01-03-2023,Rice,38.82,23.8,17.1,30.2
01-04-2023,Rice,39.04,28.3,23.5,35
01-05-2023,Rice,39.22,24.6,21.5,32
01-06-2023,Rice,39.74,26.3,21.3,31.4
01-07-2023,Rice,40.73,25.6,21.4,30.4
01-08-2023,Rice,41.5,24.1,20.8,29.3
01-09-2023,Rice,42.17,24.8,19.9,31
01-10-2023,Rice,42.59,24,21.1,28.1
01-11-2023,Rice,43.03,23.4,18.9,28.6
01-12-2023,Rice,43.38,22.7,19.9,28.3
01-01-2024,Rice,43.62,21.1,16.9,30.6
01-02-2024,Rice,44.1,23.1,17.1,33.8
01-03-2024,Rice,44.28,22.6,14.5,34.5
01-04-2024,Rice,44.35,21.5,13.6,33.3
01-05-2024,Rice,44.5,23.1,16.9,31.8
01-06-2024,Rice,44.85,24.5,17.1,36.5
01-07-2024,Rice,44.55,23.4,15.2,35.5
01-08-2024,Rice,43.66,23.9,17.4,30.6
01-09-2024,Rice,43.4,24.3,15.8,34
01-01-2014,Wheat,21.84,20.2,16,26.4
01-02-2014,Wheat,21.76,22.2,0,29.8
01-03-2014,Wheat,21.61,23.8,19.9,31.1
01-04-2014,Wheat,21.29,28.3,21.9,35.8
01-05-2014,Wheat,21.03,28.8,24.2,36
01-06-2014,Wheat,21,27.6,20.1,35
01-07-2014,Wheat,21.49,24.9,21.1,31.3
01-08-2014,Wheat,21.52,22.8,20.5,28.4
01-09-2014,Wheat,22.07,22.6,20.4,27.4
01-10-2014,Wheat,22.16,24.7,20.7,29.9
01-11-2014,Wheat,22.12,23.1,0,28.2
01-12-2014,Wheat,21.89,22,0,28.2
01-01-2015,Wheat,22.06,22.3,0,29.5
01-02-2015,Wheat,22.9,21.9,16.2,30.2
01-03-2015,Wheat,22.72,25.2,20.8,32.6
01-04-2015,Wheat,22.61,26.9,21.6,33.4
01-05-2015,Wheat,22.33,26.8,20.1,33.8
01-06-2015,Wheat,22.56,24.3,0,31
01-07-2015,Wheat,22.64,24.6,20.6,30.7
01-08-2015,Wheat,22.5,23.7,20.6,30.3
01-09-2015,Wheat,22.7,25.5,21.1,31
01-10-2015,Wheat,23.14,24.5,21,30
01-11-2015,Wheat,23.54,23.4,21.7,29.5
01-12-2015,Wheat,23.41,21.1,0,23.8
01-01-2016,Wheat,23.35,20.1,15.7,28.4
01-02-2016,Wheat,23.82,23.4,16.4,31.4
01-03-2016,Wheat,23.69,24.7,18.9,30.7
01-04-2016,Wheat,23.27,28.4,23.2,34.8
01-05-2016,Wheat,23.34,30.6,24.4,36.6
01-06-2016,Wheat,23.39,25.4,0,0
01-07-2016,Wheat,23.31,23.3,20.2,0
01-08-2016,Wheat,23.31,22.2,19.8,27
01-09-2016,Wheat,23.32,23.2,20,26.2
01-10-2016,Wheat,23.42,23.2,19.6,29.7
01-11-2016,Wheat,24.05,23.7,20.8,30.6
01-12-2016,Wheat,24.56,21.6,17.6,30
01-01-2017,Wheat,24.51,21,14.6,27.6
01-02-2017,Wheat,24.65,23.1,16,32
01-03-2017,Wheat,24.41,24.2,16.9,32.5
01-04-2017,Wheat,23.96,28.6,22.5,35.8
01-05-2017,Wheat,23.73,26.8,20.5,35.6
01-06-2017,Wheat,23.68,26.1,20.8,0
01-07-2017,Wheat,23.67,24.6,19.3,0
01-08-2017,Wheat,23.46,25.2,21.4,30.5
01-09-2017,Wheat,23.38,23.7,19.8,30.6
01-10-2017,Wheat,23.75,23.1,0,0
01-11-2017,Wheat,23.87,21.7,19.9,25
01-12-2017,Wheat,23.82,19.8,0,24.7
01-01-2018,Wheat,23.81,22.2,16.6,28.4
01-02-2018,Wheat,23.97,21.9,13.2,29.6
01-03-2018,Wheat,23.93,25.2,18.2,33.2
01-04-2018,Wheat,23.83,27.6,21.2,33.2
01-05-2018,Wheat,23.91,26.9,21.4,35.2
01-06-2018,Wheat,24,24.4,0,30.3
01-07-2018,Wheat,23.99,24.2,20.6,29.5
01-08-2018,Wheat,24.13,21.9,19.4,27.2
01-09-2018,Wheat,24.3,23.7,20,28.3
01-10-2018,Wheat,24.66,25.5,21.6,30.9
01-11-2018,Wheat,24.87,24.3,20,30.4
01-12-2018,Wheat,25.07,21.8,0,29.5
01-01-2019,Wheat,25.59,20.3,14,27.6
01-02-2019,Wheat,26.22,21.4,15.7,28.2
01-03-2019,Wheat,26.27,26.3,21.3,33.8
01-04-2019,Wheat,25.98,28.7,22.9,35.6
01-05-2019,Wheat,26.14,26.3,0,0
01-06-2019,Wheat,26.43,27.5,21,33.2
01-07-2019,Wheat,26.58,25.6,21,29.8
01-08-2019,Wheat,26.95,24.7,20.5,29.9
01-09-2019,Wheat,27.03,23,0,26.4
01-10-2019,Wheat,28.12,23.5,0,30.3
01-11-2019,Wheat,28.26,23.8,18,0
01-12-2019,Wheat,28.27,21.2,0,24.6
01-01-2020,Wheat,28.61,22,19.2,27.2
01-02-2020,Wheat,28.84,23.4,18.8,32.7
01-03-2020,Wheat,28.81,25.5,20.2,32.8
01-04-2020,Wheat,29.1,28.8,21,35.4
01-05-2020,Wheat,28.94,28.7,23,32.8
01-06-2020,Wheat,28.49,25.9,22.4,32.8
01-07-2020,Wheat,28.12,24.7,21.2,29.4
01-08-2020,Wheat,28.23,23,20.4,29.6
01-09-2020,Wheat,27.92,24,20,29.8
01-10-2020,Wheat,27.68,23.5,19.5,0
01-11-2020,Wheat,27.91,24.8,19,0
01-12-2020,Wheat,27.7,21.1,17,27
01-01-2021,Wheat,28.68,20.6,16.6,25.3
01-02-2021,Wheat,27.95,22.8,16.8,30.1
01-03-2021,Wheat,27.9,25.4,17.4,33.8
01-04-2021,Wheat,27.05,29.2,23.1,37.2
01-05-2021,Wheat,26.2,27.1,22.5,33.4
01-06-2021,Wheat,26.4,26.1,21.1,32.3
01-07-2021,Wheat,26.64,25.7,23,32.7
01-08-2021,Wheat,26.56,23.2,20,28
01-09-2021,Wheat,26.75,23.6,20.9,29.3
01-10-2021,Wheat,27.28,23,19.9,29.8
01-11-2021,Wheat,27.98,22.9,20.8,27.8
01-12-2021,Wheat,27.97,21.7,20,26.4
01-01-2022,Wheat,28,21.4,18.5,24.6
01-02-2022,Wheat,28.4,24,19.5,30.6
01-03-2022,Wheat,28.67,25.2,18.4,32.1
01-04-2022,Wheat,28.93,27.1,23.4,34.6
01-05-2022,Wheat,29.35,24.9,20.4,34.8
01-06-2022,Wheat,29.72,25.2,21.2,30.4
01-07-2022,Wheat,29.88,23.6,20.5,28.7
01-08-2022,Wheat,30.56,24.2,20.3,30.5
01-09-2022,Wheat,30.84,23.1,19.1,28.4
01-10-2022,Wheat,30.83,20.9,18.7,25.4
01-11-2022,Wheat,31.38,21.6,17.1,29.3
01-12-2022,Wheat,31.95,21.3,17.8,28.1
01-01-2023,Wheat,32.79,22.5,15.9,29
01-02-2023,Wheat,33.21,22.5,15.4,28.8
01-03-2023,Wheat,32.21,23.8,17.1,30.2
01-04-2023,Wheat,31.32,28.3,23.5,35
01-05-2023,Wheat,31.27,24.6,21.5,32
01-06-2023,Wheat,31.67,26.3,21.3,31.4
01-07-2023,Wheat,31.96,25.6,21.4,30.4
01-08-2023,Wheat,32.31,24.1,20.8,29.3
01-09-2023,Wheat,32.66,24.8,19.9,31
01-10-2023,Wheat,32.93,24,21.1,28.1
01-11-2023,Wheat,33.64,23.4,18.9,28.6
01-12-2023,Wheat,33.72,22.7,19.9,28.3
01-01-2024,Wheat,33.76,21.1,16.9,30.6
01-02-2024,Wheat,33.88,23.1,17.1,33.8
01-03-2024,Wheat,33.69,22.6,14.5,34.5
01-04-2024,Wheat,33.51,21.5,13.6,33.3
01-05-2024,Wheat,33.49,23.1,16.9,31.8
01-06-2024,Wheat,33.67,24.5,17.1,36.5
01-07-2024,Wheat,33.86,23.4,15.2,35.5
01-08-2024,Wheat,33.52,23.9,17.4,30.6
01-09-2024,Wheat,33.46,24.3,15.8,34
01-01-2014,Atta (Wheat),23.8,20.2,16,26.4
01-02-2014,Atta (Wheat),23.55,22.2,0,29.8
01-03-2014,Atta (Wheat),23.47,23.8,19.9,31.1
01-04-2014,Atta (Wheat),23.4,28.3,21.9,35.8
01-05-2014,Atta (Wheat),22.92,28.8,24.2,36
01-06-2014,Atta (Wheat),23.12,27.6,20.1,35
01-07-2014,Atta (Wheat),23.51,24.9,21.1,31.3
01-08-2014,Atta (Wheat),23.69,22.8,20.5,28.4
01-09-2014,Atta (Wheat),23.96,22.6,20.4,27.4
01-10-2014,Atta (Wheat),24.12,24.7,20.7,29.9
01-11-2014,Atta (Wheat),24.06,23.1,0,28.2
01-12-2014,Atta (Wheat),23.98,22,0,28.2
01-01-2015,Atta (Wheat),24.19,22.3,0,29.5
01-02-2015,Atta (Wheat),24.97,21.9,16.2,30.2
01-03-2015,Atta (Wheat),24.97,25.2,20.8,32.6
01-04-2015,Atta (Wheat),24.95,26.9,21.6,33.4
01-05-2015,Atta (Wheat),24.53,26.8,20.1,33.8
01-06-2015,Atta (Wheat),24.61,24.3,0,31
01-07-2015,Atta (Wheat),24.67,24.6,20.6,30.7
01-08-2015,Atta (Wheat),24.49,23.7,20.6,30.3
01-09-2015,Atta (Wheat),24.62,25.5,21.1,31
01-10-2015,Atta (Wheat),24.78,24.5,21,30
01-11-2015,Atta (Wheat),24.74,23.4,21.7,29.5
01-12-2015,Atta (Wheat),24.71,21.1,0,23.8
01-01-2016,Atta (Wheat),24.58,20.1,15.7,28.4
01-02-2016,Atta (Wheat),24.98,23.4,16.4,31.4
01-03-2016,Atta (Wheat),24.95,24.7,18.9,30.7
01-04-2016,Atta (Wheat),24.58,28.4,23.2,34.8
01-05-2016,Atta (Wheat),24.48,30.6,24.4,36.6
01-06-2016,Atta (Wheat),24.61,25.4,0,0
01-07-2016,Atta (Wheat),24.76,23.3,20.2,0
01-08-2016,Atta (Wheat),24.97,22.2,19.8,27
01-09-2016,Atta (Wheat),25.07,23.2,20,26.2
01-10-2016,Atta (Wheat),25.38,23.2,19.6,29.7
01-11-2016,Atta (Wheat),26.14,23.7,20.8,30.6
01-12-2016,Atta (Wheat),27.12,21.6,17.6,30
01-01-2017,Atta (Wheat),27.12,21,14.6,27.6
01-02-2017,Atta (Wheat),26.85,23.1,16,32
01-03-2017,Atta (Wheat),26.64,24.2,16.9,32.5
01-04-2017,Atta (Wheat),26.17,28.6,22.5,35.8
01-05-2017,Atta (Wheat),25.98,26.8,20.5,35.6
01-06-2017,Atta (Wheat),25.7,26.1,20.8,0
01-07-2017,Atta (Wheat),25.98,24.6,19.3,0
01-08-2017,Atta (Wheat),25.8,25.2,21.4,30.5
01-09-2017,Atta (Wheat),25.88,23.7,19.8,30.6
01-10-2017,Atta (Wheat),26.07,23.1,0,0
01-11-2017,Atta (Wheat),26.42,21.7,19.9,25
01-12-2017,Atta (Wheat),26.32,19.8,0,24.7
01-01-2018,Atta (Wheat),26.2,22.2,16.6,28.4
01-02-2018,Atta (Wheat),26.2,21.9,13.2,29.6
01-03-2018,Atta (Wheat),26.26,25.2,18.2,33.2
01-04-2018,Atta (Wheat),25.98,27.6,21.2,33.2
01-05-2018,Atta (Wheat),26.01,26.9,21.4,35.2
01-06-2018,Atta (Wheat),26.09,24.4,0,30.3
01-07-2018,Atta (Wheat),26.24,24.2,20.6,29.5
01-08-2018,Atta (Wheat),26.45,21.9,19.4,27.2
01-09-2018,Atta (Wheat),26.54,23.7,20,28.3
01-10-2018,Atta (Wheat),26.85,25.5,21.6,30.9
01-11-2018,Atta (Wheat),27.14,24.3,20,30.4
01-12-2018,Atta (Wheat),27.29,21.8,0,29.5
01-01-2019,Atta (Wheat),27.39,20.3,14,27.6
01-02-2019,Atta (Wheat),27.78,21.4,15.7,28.2
01-03-2019,Atta (Wheat),27.82,26.3,21.3,33.8
01-04-2019,Atta (Wheat),27.68,28.7,22.9,35.6
01-05-2019,Atta (Wheat),27.81,26.3,0,0
01-06-2019,Atta (Wheat),27.91,27.5,21,33.2
01-07-2019,Atta (Wheat),27.9,25.6,21,29.8
01-08-2019,Atta (Wheat),28.38,24.7,20.5,29.9
01-09-2019,Atta (Wheat),28.42,23,0,26.4
01-10-2019,Atta (Wheat),29.41,23.5,0,30.3
01-11-2019,Atta (Wheat),29.78,23.8,18,0
01-12-2019,Atta (Wheat),29.73,21.2,0,24.6
01-01-2020,Atta (Wheat),30.09,22,19.2,27.2
01-02-2020,Atta (Wheat),30.21,23.4,18.8,32.7
01-03-2020,Atta (Wheat),30.12,25.5,20.2,32.8
01-04-2020,Atta (Wheat),31.2,28.8,21,35.4
01-05-2020,Atta (Wheat),31.37,28.7,23,32.8
01-06-2020,Atta (Wheat),31.37,25.9,22.4,32.8
01-07-2020,Atta (Wheat),31.2,24.7,21.2,29.4
01-08-2020,Atta (Wheat),31.11,23,20.4,29.6
01-09-2020,Atta (Wheat),31.12,24,20,29.8
01-10-2020,Atta (Wheat),30.64,23.5,19.5,0
01-11-2020,Atta (Wheat),30.7,24.8,19,0
01-12-2020,Atta (Wheat),30.47,21.1,17,27
01-01-2021,Atta (Wheat),31.53,20.6,16.6,25.3
01-02-2021,Atta (Wheat),31.52,22.8,16.8,30.1
01-03-2021,Atta (Wheat),31.77,25.4,17.4,33.8
01-04-2021,Atta (Wheat),31,29.2,23.1,37.2
01-05-2021,Atta (Wheat),29.54,27.1,22.5,33.4
01-06-2021,Atta (Wheat),30.07,26.1,21.1,32.3
01-07-2021,Atta (Wheat),30.22,25.7,23,32.7
01-08-2021,Atta (Wheat),30.22,23.2,20,28
01-09-2021,Atta (Wheat),30.39,23.6,20.9,29.3
01-10-2021,Atta (Wheat),30.67,23,19.9,29.8
01-11-2021,Atta (Wheat),31.15,22.9,20.8,27.8
01-12-2021,Atta (Wheat),31.2,21.7,20,26.4
01-01-2022,Atta (Wheat),31.3,21.4,18.5,24.6
01-02-2022,Atta (Wheat),31.71,24,19.5,30.6
01-03-2022,Atta (Wheat),32.02,25.2,18.4,32.1
01-04-2022,Atta (Wheat),32.38,27.1,23.4,34.6
01-05-2022,Atta (Wheat),32.97,24.9,20.4,34.8
01-06-2022,Atta (Wheat),33.67,25.2,21.2,30.4
01-07-2022,Atta (Wheat),33.88,23.6,20.5,28.7
01-08-2022,Atta (Wheat),35.08,24.2,20.3,30.5
01-09-2022,Atta (Wheat),35.91,23.1,19.1,28.4
01-10-2022,Atta (Wheat),36.06,20.9,18.7,25.4
01-11-2022,Atta (Wheat),36.64,21.6,17.1,29.3
01-12-2022,Atta (Wheat),36.96,21.3,17.8,28.1
01-01-2023,Atta (Wheat),37.51,22.5,15.9,29
01-02-2023,Atta (Wheat),37.8,22.5,15.4,28.8
01-03-2023,Atta (Wheat),37.07,23.8,17.1,30.2
01-04-2023,Atta (Wheat),36.55,28.3,23.5,35
01-05-2023,Atta (Wheat),36.42,24.6,21.5,32
01-06-2023,Atta (Wheat),36.95,26.3,21.3,31.4
01-07-2023,Atta (Wheat),37.18,25.6,21.4,30.4
01-08-2023,Atta (Wheat),37.71,24.1,20.8,29.3
01-09-2023,Atta (Wheat),38.08,24.8,19.9,31
01-10-2023,Atta (Wheat),38.31,24,21.1,28.1
01-11-2023,Atta (Wheat),38.98,23.4,18.9,28.6
01-12-2023,Atta (Wheat),38.98,22.7,19.9,28.3
01-01-2024,Atta (Wheat),38.93,21.1,16.9,30.6
01-02-2024,Atta (Wheat),38.98,23.1,17.1,33.8
01-03-2024,Atta (Wheat),38.91,22.6,14.5,34.5
01-04-2024,Atta (Wheat),38.77,21.5,13.6,33.3
01-05-2024,Atta (Wheat),38.7,23.1,16.9,31.8
01-06-2024,Atta (Wheat),38.75,24.5,17.1,36.5
01-07-2024,Atta (Wheat),38.71,23.4,15.2,35.5
01-08-2024,Atta (Wheat),38.34,23.9,17.4,30.6
01-09-2024,Atta (Wheat),38.3,24.3,15.8,34
01-01-2014,Gram Dal,49.58,20.2,16,26.4
01-02-2014,Gram Dal,48.21,22.2,0,29.8
01-03-2014,Gram Dal,48.79,23.8,19.9,31.1
01-04-2014,Gram Dal,48.7,28.3,21.9,35.8
01-05-2014,Gram Dal,48.59,28.8,24.2,36
01-06-2014,Gram Dal,47.41,27.6,20.1,35
01-07-2014,Gram Dal,46.36,24.9,21.1,31.3
01-08-2014,Gram Dal,46.08,22.8,20.5,28.4
01-09-2014,Gram Dal,46.12,22.6,20.4,27.4
01-10-2014,Gram Dal,46.2,24.7,20.7,29.9
01-11-2014,Gram Dal,45.64,23.1,0,28.2
01-12-2014,Gram Dal,45.48,22,0,28.2
01-01-2015,Gram Dal,47,22.3,0,29.5
01-02-2015,Gram Dal,48.33,21.9,16.2,30.2
01-03-2015,Gram Dal,49.39,25.2,20.8,32.6
01-04-2015,Gram Dal,51.31,26.9,21.6,33.4
01-05-2015,Gram Dal,56.54,26.8,20.1,33.8
01-06-2015,Gram Dal,59.4,24.3,0,31
01-07-2015,Gram Dal,60,24.6,20.6,30.7
01-08-2015,Gram Dal,61.09,23.7,20.6,30.3
01-09-2015,Gram Dal,63.78,25.5,21.1,31
01-10-2015,Gram Dal,68.05,24.5,21,30
01-11-2015,Gram Dal,69.56,23.4,21.7,29.5
01-12-2015,Gram Dal,69.01,21.1,0,23.8
01-01-2016,Gram Dal,67.42,20.1,15.7,28.4
01-02-2016,Gram Dal,66.05,23.4,16.4,31.4
01-03-2016,Gram Dal,65.48,24.7,18.9,30.7
01-04-2016,Gram Dal,68.26,28.4,23.2,34.8
01-05-2016,Gram Dal,73.58,30.6,24.4,36.6
01-06-2016,Gram Dal,79.26,25.4,0,0
01-07-2016,Gram Dal,93.07,23.3,20.2,0
01-08-2016,Gram Dal,99.79,22.2,19.8,27
01-09-2016,Gram Dal,100.28,23.2,20,26.2
01-10-2016,Gram Dal,112.11,23.2,19.6,29.7
01-11-2016,Gram Dal,123.41,23.7,20.8,30.6
01-12-2016,Gram Dal,123.7,21.6,17.6,30
01-01-2017,Gram Dal,114.84,21,14.6,27.6
01-02-2017,Gram Dal,100.76,23.1,16,32
01-03-2017,Gram Dal,89.43,24.2,16.9,32.5
01-04-2017,Gram Dal,88.8,28.6,22.5,35.8
01-05-2017,Gram Dal,86.79,26.8,20.5,35.6
01-06-2017,Gram Dal,85.14,26.1,20.8,0
01-07-2017,Gram Dal,81.91,24.6,19.3,0
01-08-2017,Gram Dal,80.71,25.2,21.4,30.5
01-09-2017,Gram Dal,83.2,23.7,19.8,30.6
01-10-2017,Gram Dal,82.51,23.1,0,0
01-11-2017,Gram Dal,79.58,21.7,19.9,25
01-12-2017,Gram Dal,76.84,19.8,0,24.7
01-01-2018,Gram Dal,73.84,22.2,16.6,28.4
01-02-2018,Gram Dal,71.41,21.9,13.2,29.6
01-03-2018,Gram Dal,69.32,25.2,18.2,33.2
01-04-2018,Gram Dal,66.55,27.6,21.2,33.2
01-05-2018,Gram Dal,64.45,26.9,21.4,35.2
01-06-2018,Gram Dal,63.65,24.4,0,30.3
01-07-2018,Gram Dal,63.46,24.2,20.6,29.5
01-08-2018,Gram Dal,64.99,21.9,19.4,27.2
01-09-2018,Gram Dal,64.75,23.7,20,28.3
01-10-2018,Gram Dal,64.2,25.5,21.6,30.9
01-11-2018,Gram Dal,65.03,24.3,20,30.4
01-12-2018,Gram Dal,66.08,21.8,0,29.5
01-01-2019,Gram Dal,66.43,20.3,14,27.6
01-02-2019,Gram Dal,66.54,21.4,15.7,28.2
01-03-2019,Gram Dal,65.14,26.3,21.3,33.8
01-04-2019,Gram Dal,64.83,28.7,22.9,35.6
01-05-2019,Gram Dal,65.64,26.3,0,0
01-06-2019,Gram Dal,66.16,27.5,21,33.2
01-07-2019,Gram Dal,6614,25.6,21,29.8
01-08-2019,Gram Dal,65.9,24.7,20.5,29.9
01-09-2019,Gram Dal,65.59,23,0,26.4
01-10-2019,Gram Dal,66.25,23.5,0,30.3
01-11-2019,Gram Dal,67.06,23.8,18,0
01-12-2019,Gram Dal,66.54,21.2,0,24.6
01-01-2020,Gram Dal,66.32,22,19.2,27.2
01-02-2020,Gram Dal,65.63,23.4,18.8,32.7
01-03-2020,Gram Dal,65,25.5,20.2,32.8
01-04-2020,Gram Dal,69.01,28.8,21,35.4
01-05-2020,Gram Dal,68.26,28.7,23,32.8
01-06-2020,Gram Dal,66.57,25.9,22.4,32.8
01-07-2020,Gram Dal,66.48,24.7,21.2,29.4
01-08-2020,Gram Dal,66.36,23,20.4,29.6
01-09-2020,Gram Dal,68.7,24,20,29.8
01-10-2020,Gram Dal,72.53,23.5,19.5,0
01-11-2020,Gram Dal,74.23,24.8,19,0
01-12-2020,Gram Dal,73.78,21.1,17,27
01-01-2021,Gram Dal,73.29,20.6,16.6,25.3
01-02-2021,Gram Dal,72.19,22.8,16.8,30.1
01-03-2021,Gram Dal,73.6,25.4,17.4,33.8
01-04-2021,Gram Dal,74.9,29.2,23.1,37.2
01-05-2021,Gram Dal,76.97,27.1,22.5,33.4
01-06-2021,Gram Dal,76.7,26.1,21.1,32.3
01-07-2021,Gram Dal,75.17,25.7,23,32.7
01-08-2021,Gram Dal,74.97,23.2,20,28
01-09-2021,Gram Dal,75.71,23.6,20.9,29.3
01-10-2021,Gram Dal,76.03,23,19.9,29.8
01-11-2021,Gram Dal,76.24,22.9,20.8,27.8
01-12-2021,Gram Dal,75.41,21.7,20,26.4
01-01-2022,Gram Dal,74.56,21.4,18.5,24.6
01-02-2022,Gram Dal,74.58,24,19.5,30.6
01-03-2022,Gram Dal,74.55,25.2,18.4,32.1
01-04-2022,Gram Dal,74.29,27.1,23.4,34.6
01-05-2022,Gram Dal,74.07,24.9,20.4,34.8
01-06-2022,Gram Dal,73.61,25.2,21.2,30.4
01-07-2022,Gram Dal,73.3,23.6,20.5,28.7
01-08-2022,Gram Dal,73.29,24.2,20.3,30.5
01-09-2022,Gram Dal,73.41,23.1,19.1,28.4
01-10-2022,Gram Dal,73.21,20.9,18.7,25.4
01-11-2022,Gram Dal,73.57,21.6,17.1,29.3
01-12-2022,Gram Dal,72.86,21.3,17.8,28.1
01-01-2023,Gram Dal,72.49,22.5,15.9,29
