Month,Commodities,Price,TAVG,TMIN,TMAX
01-01-2021,Salt Pack (lodised),17.49,20.6,16.6,25.3
01-02-2021,Salt Pack (lodised),17.69,22.8,16.8,30.1
01-03-2021,Salt Pack (lodised),17.7,25.4,17.4,33.8
01-04-2021,Salt Pack (lodised),17.97,29.2,23.1,37.2
01-05-2021,Salt Pack (lodised),17.99,27.1,22.5,33.4
01-06-2021,Salt Pack (lodised),18.11,26.1,21.1,32.3
01-07-2021,Salt Pack (lodised),17.96,25.7,23,32.7
01-08-2021,Salt Pack (lodised),18.2,23.2,20,28
01-09-2021,Salt Pack (lodised),18.25,23.6,20.9,29.3
01-10-2021,Salt Pack (lodised),18.29,23,19.9,29.8
01-11-2021,Salt Pack (lodised),18.32,22.9,20.8,27.8
01-12-2021,Salt Pack (lodised),18.41,21.7,20,26.4
01-01-2022,Salt Pack (lodised),18.71,21.4,18.5,24.6
01-02-2022,Salt Pack (lodised),18.84,24,19.5,30.6
01-03-2022,Salt Pack (lodised),19.05,25.2,18.4,32.1
01-04-2022,Salt Pack (lodised),19.15,27.1,23.4,34.6
01-05-2022,Salt Pack (lodised),19.47,24.9,20.4,34.8
01-06-2022,Salt Pack (lodised),19.65,25.2,21.2,30.4
01-07-2022,Salt Pack (lodised),19.91,23.6,20.5,28.7
01-08-2022,Salt Pack (lodised),20.09,24.2,20.3,30.5
01-09-2022,Salt Pack (lodised),20.82,23.1,19.1,28.4
01-10-2022,Salt Pack (lodised),21.36,20.9,18.7,25.4
01-11-2022,Salt Pack (lodised),21.53,21.6,17.1,29.3
01-12-2022,Salt Pack (lodised),21.53,21.3,17.8,28.1
01-01-2023,Salt Pack (lodised),21.47,22.5,15.9,29
01-02-2023,Salt Pack (lodised),21.66,22.5,15.4,28.8
01-03-2023,Salt Pack (lodised),21.72,23.8,17.1,30.2
01-04-2023,Salt Pack (lodised),21.9,28.3,23.5,35
01-05-2023,Salt Pack (lodised),21.92,24.6,21.5,32
01-06-2023,Salt Pack (lodised),21.92,26.3,21.3,31.4
01-07-2023,Salt Pack (lodised),22.04,25.6,21.4,30.4
01-08-2023,Salt Pack (lodised),22.26,24.1,20.8,29.3
01-09-2023,Salt Pack (lodised),22.27,24.8,19.9,31
01-10-2023,Salt Pack (lodised),22.34,24,21.1,28.1
01-11-2023,Salt Pack (lodised),22.38,23.4,18.9,28.6
01-12-2023,Salt Pack (lodised),22.46,22.7,19.9,28.3
01-01-2024,Salt Pack (lodised),22.46,21.1,16.9,30.6
01-02-2024,Salt Pack (lodised),22.47,23.1,17.1,33.8
01-03-2024,Salt Pack (lodised),22.46,22.6,14.5,34.5
01-04-2024,Salt Pack (lodised),22.48,21.5,13.6,33.3
01-05-2024,Salt Pack (lodised),22.44,23.1,16.9,31.8
01-06-2024,Salt Pack (lodised),22.51,24.5,17.1,36.5
01-07-2024,Salt Pack (lodised),22.47,23.4,15.2,35.5
01-08-2024,Salt Pack (lodised),22.22,23.9,17.4,30.6
01-09-2024,Salt Pack (lodised),21.91,24.3,15.8,34
